date,index,quantity,amount,current_price
2012-02-22,300128.SZ,10800,138162.02399999998,12.792779999999999
2012-02-22,300156.SZ,6700,146407.26099999997,21.851829999999996
2012-02-22,300244.SZ,3400,137769.63199999998,40.52047999999999
2012-02-22,600193.SH,9200,135467.332,14.72471
2012-02-22,600230.SH,16000,140300.15999999997,8.768759999999999
2012-02-22,600252.SH,13500,136891.75499999998,10.14013
2012-02-22,600271.SH,6300,145990.84499999997,23.173149999999996
2012-02-22,600272.SH,17200,139459.31999999998,8.108099999999999
2012-02-22,600316.SH,7600,139675.536,18.378359999999997
2012-02-22,600329.SH,14300,141568.427,9.89989
2012-02-22,600388.SH,5600,144456.31199999998,25.795769999999997
2012-02-22,600433.SH,14300,140136.99699999997,9.799789999999998
2012-02-22,600446.SH,20800,140332.19199999998,6.746739999999999
2012-02-22,600455.SH,12400,189040.85199999998,15.24523
2012-02-22,600495.SH,11800,143749.606,12.18217
2012-02-22,600568.SH,5900,136957.821,23.213189999999997
2012-02-22,600699.SH,17500,145044.89999999997,8.288279999999999
2012-02-22,600727.SH,23600,149064.91599999997,6.316309999999999
2012-02-22,600749.SH,12300,139990.851,11.381369999999999
2012-02-22,600757.SH,14400,143423.27999999997,9.959949999999997
2012-02-22,600810.SH,16000,137897.75999999998,8.618609999999999
2012-02-22,600835.SH,14700,140966.826,9.58958
2012-02-22,600962.SH,12800,140300.15999999997,10.960949999999999
2012-02-22,601166.SH,10200,141513.37199999997,13.873859999999999
2012-02-22,601218.SH,10500,137687.55,13.113099999999998
2012-02-22,601717.SH,5500,142096.955,25.835809999999995
2012-03-22,000409.SZ,24700,171094.92399999997,6.926919999999999
2012-03-22,000509.SZ,13700,163604.441,11.94193
2012-03-22,000566.SZ,8400,165645.47999999995,19.719699999999996
2012-03-22,000731.SZ,21700,168343.175,7.757749999999999
2012-03-22,000750.SZ,11300,170235.065,15.06505
2012-03-22,000962.SZ,8600,165371.20599999998,19.22921
2012-03-22,002024.SZ,15800,165591.42599999998,10.480469999999999
2012-03-22,002049.SZ,8800,167102.936,18.98897
2012-03-22,002091.SZ,12500,168293.12499999997,13.463449999999998
2012-03-22,002135.SZ,0,0.0,0.0
2012-03-22,002232.SZ,18900,167621.45399999997,8.868859999999998
2012-03-22,002286.SZ,9400,169086.91799999998,17.987969999999997
2012-03-22,002330.SZ,15700,165486.32099999997,10.540529999999999
2012-03-22,002337.SZ,12600,167369.202,13.283269999999998
2012-03-22,002355.SZ,12700,169078.91,13.3133
2012-03-22,002368.SZ,8100,165243.07799999998,20.40038
2012-03-22,002450.SZ,10000,164264.09999999998,16.426409999999997
2012-03-22,002582.SZ,3700,165703.538,44.78474
2012-03-22,002586.SZ,6000,169549.37999999998,28.258229999999998
2012-03-22,002644.SZ,9200,163187.02399999998,17.737719999999996
2012-03-22,002646.SZ,6500,162922.75999999998,25.065039999999996
2012-03-22,300017.SZ,9800,162842.68,16.6166
2012-03-22,300058.SZ,5800,165523.35799999998,28.53851
2012-03-22,300096.SZ,10900,161590.429,14.82481
2012-03-22,300124.SZ,3300,156840.68399999998,47.52747999999999
2012-03-22,300196.SZ,11600,161981.81999999998,13.963949999999997
2012-03-22,300208.SZ,7900,169070.90199999997,21.401379999999996
2012-03-22,300257.SZ,2900,168658.49,58.1581
2012-03-22,600088.SH,10700,163445.28199999998,15.275259999999998
2012-03-22,600111.SH,2600,184628.444,71.01093999999999
2012-03-22,600160.SH,6900,164107.944,23.783759999999997
2012-03-22,600163.SH,24500,167747.58,6.846839999999999
2012-03-22,600328.SH,15900,166957.791,10.50049
2012-03-22,600367.SH,10400,167815.648,16.13612
2012-03-22,600421.SH,35100,175675.49999999997,5.004999999999999
2012-03-22,600455.SH,12400,189040.85199999998,15.24523
2012-03-22,600505.SH,14500,160530.37,11.07106
2012-03-22,600538.SH,25700,166702.536,6.486479999999999
2012-03-22,600636.SH,6200,165457.292,26.686659999999996
2012-03-22,600699.SH,17500,145044.89999999997,8.288279999999999
2012-03-22,600702.SH,5900,161526.365,27.37735
2012-03-22,600825.SH,23200,165116.952,7.117109999999999
2012-03-22,600830.SH,22500,166216.05,7.387379999999999
2012-03-22,600888.SH,10000,166366.2,16.63662
2012-03-22,600992.SH,18800,165417.25199999998,8.798789999999999
2012-03-22,601113.SH,14300,170769.599,11.94193
2012-03-22,601208.SH,7700,172112.94099999996,22.352329999999995
2012-04-24,000488.SZ,30800,149221.072,4.84484
2012-04-24,000533.SZ,31900,149441.292,4.684679999999999
2012-04-24,000573.SZ,31800,151201.05,4.75475
2012-04-24,000683.SZ,21500,151941.78999999998,7.067059999999999
2012-04-24,000725.SZ,83100,150561.411,1.81181
2012-04-24,000761.SZ,32000,151191.03999999998,4.72472
2012-04-24,000823.SZ,11800,148474.32599999997,12.582569999999999
2012-04-24,000839.SZ,19600,149893.74399999998,7.647639999999999
2012-04-24,000881.SZ,18800,150174.02399999998,7.987979999999999
2012-04-24,002003.SZ,13100,151194.04299999998,11.541529999999998
2012-04-24,002039.SZ,10000,148448.3,14.844829999999998
2012-04-24,002048.SZ,19000,150250.1,7.9079
2012-04-24,002074.SZ,22200,149555.406,6.73673
2012-04-24,002109.SZ,17500,150124.97499999998,8.57857
2012-04-24,002202.SZ,19600,150286.136,7.66766
2012-04-24,002209.SZ,17400,151357.20599999998,8.69869
2012-04-24,002232.SZ,18900,167621.45399999997,8.868859999999998
2012-04-24,002264.SZ,20900,148538.38999999998,7.107099999999999
2012-04-24,002275.SZ,11600,151531.37999999998,13.063049999999999
2012-04-24,002308.SZ,15600,150222.07199999996,9.629619999999997
2012-04-24,002337.SZ,12600,167369.202,13.283269999999998
2012-04-24,002367.SZ,16800,150846.696,8.97897
2012-04-24,002531.SZ,9100,148113.96600000001,16.27626
2012-04-24,600037.SH,18100,149655.506,8.26826
2012-04-24,600062.SH,10200,154378.22399999996,15.135119999999997
2012-04-24,600068.SH,0,0.0,0.0
2012-04-24,600083.SH,27200,143759.61599999998,5.285279999999999
2012-04-24,600100.SH,15800,150882.732,9.549539999999999
2012-04-24,600116.SH,10300,147952.805,14.364349999999998
2012-04-24,600129.SH,20300,150370.22,7.4074
2012-04-24,600131.SH,24500,162842.67999999996,6.646639999999999
2012-04-24,600222.SH,30500,149599.44999999998,4.9049
2012-04-24,600233.SH,14400,155819.664,10.82081
2012-04-24,600248.SH,17800,148244.096,8.32832
2012-04-24,600273.SH,20300,148947.799,7.33733
2012-04-24,600361.SH,23000,147807.65999999997,6.426419999999999
2012-04-24,600371.SH,9100,149298.14899999998,16.40639
2012-04-24,600421.SH,35100,175675.49999999997,5.004999999999999
2012-04-24,600438.SH,26200,147391.24399999998,5.62562
2012-04-24,600455.SH,12400,189040.85199999998,15.24523
2012-04-24,600488.SH,0,0.0,0.0
2012-04-24,600551.SH,13500,154459.305,11.441429999999999
2012-04-24,600667.SH,24200,149463.31399999998,6.176169999999999
2012-04-24,600696.SH,18400,153241.088,8.32832
2012-04-24,600702.SH,5200,158285.55599999998,30.439529999999998
2012-04-24,600723.SH,15500,149569.41999999998,9.64964
2012-04-24,600757.SH,18600,151555.40399999998,8.14814
2012-04-24,600873.SH,22600,150214.06399999998,6.646639999999999
2012-04-24,600874.SH,26600,149907.75799999997,5.635629999999999
2012-04-24,600888.SH,10000,166366.2,16.63662
2012-04-24,600895.SH,17400,149615.466,8.59859
2012-04-24,601137.SH,9400,149138.99,15.865849999999998
2012-04-24,601607.SH,13200,153140.98799999998,11.601589999999998
2012-04-24,601616.SH,15300,151774.623,9.91991
2012-05-24,000488.SZ,30800,145068.0,4.71
2012-05-24,000725.SZ,82800,147236.616,1.7782200000000001
2012-05-24,000736.SZ,14300,146578.432,10.25024
2012-05-24,000780.SZ,10500,147252.10499999998,14.024009999999999
2012-05-24,000823.SZ,11800,148474.32599999997,12.582569999999999
2012-05-24,000852.SZ,7500,146996.84999999998,19.599579999999996
2012-05-24,000983.SZ,7900,148194.04599999997,18.758739999999996
2012-05-24,002017.SZ,12000,148107.96,12.342329999999999
2012-05-24,002125.SZ,9800,146950.80399999997,14.994979999999998
2012-05-24,002161.SZ,16700,146772.626,8.78878
2012-05-24,002176.SZ,15000,147147.0,9.8098
2012-05-24,002251.SZ,6400,145617.472,22.75273
2012-05-24,002295.SZ,18800,149421.272,7.947939999999999
2012-05-24,002351.SZ,15100,147221.074,9.74974
2012-05-24,002381.SZ,10600,149185.036,14.07406
2012-05-24,002431.SZ,6200,156396.24,25.225199999999997
2012-05-24,002458.SZ,10400,148660.51199999996,14.294279999999997
2012-05-24,002468.SZ,18200,146474.32799999998,8.048039999999999
2012-05-24,002533.SZ,21600,147891.74399999998,6.846839999999999
2012-05-24,002552.SZ,13200,148252.104,11.231219999999999
2012-05-24,002601.SZ,1700,144508.364,85.00492
2012-05-24,002643.SZ,7500,149549.4,19.93992
2012-05-24,300057.SZ,19300,145860.715,7.557549999999999
2012-05-24,300200.SZ,10800,145405.25999999998,13.463449999999998
2012-05-24,300243.SZ,8000,148628.47999999998,18.578559999999996
2012-05-24,300270.SZ,8100,147243.096,18.17816
2012-05-24,300271.SZ,10700,147165.01799999998,13.753739999999999
2012-05-24,300279.SZ,8700,148570.42199999996,17.077059999999996
2012-05-24,600037.SH,17700,145525.32900000003,8.221770000000001
2012-05-24,600151.SH,20300,147322.175,7.257249999999999
2012-05-24,600163.SH,20800,145329.184,6.98698
2012-05-24,600192.SH,23500,147257.11,6.266259999999999
2012-05-24,600251.SH,7200,150342.19199999998,20.88086
2012-05-24,600257.SH,18000,144324.17999999996,8.018009999999999
2012-05-24,600278.SH,16100,144883.73899999997,8.99899
2012-05-24,600390.SH,9900,152414.262,15.39538
2012-05-24,600416.SH,19100,148173.02499999997,7.757749999999999
2012-05-24,600426.SH,16500,147657.50999999998,8.948939999999999
2012-05-24,600455.SH,12400,189040.85199999998,15.24523
2012-05-24,600459.SH,7900,149775.626,18.95894
2012-05-24,600708.SH,29300,147526.379,5.03503
2012-05-24,600757.SH,18600,151555.40399999998,8.14814
2012-05-24,600775.SH,23200,150254.104,6.476469999999999
2012-05-24,600791.SH,29800,145867.72199999998,4.894889999999999
2012-05-24,600796.SH,22500,147522.37499999997,6.556549999999999
2012-05-24,600800.SH,49300,147554.40699999998,2.99299
2012-05-24,600823.SH,12100,148978.83,12.312299999999999
2012-05-24,600839.SH,63900,149035.887,2.33233
2012-05-24,600870.SH,35400,145639.494,4.11411
2012-05-24,600962.SH,12900,145786.64099999997,11.301289999999998
2012-05-24,600966.SH,26100,147351.20399999997,5.645639999999999
2012-05-24,601616.SH,15300,151774.623,9.91991
2012-05-24,601717.SH,10300,146921.775,14.264249999999999
2012-05-24,601789.SH,19100,148364.216,7.767759999999999
2012-06-21,000159.SZ,18200,147931.78399999999,8.12812
2012-06-21,000416.SZ,24200,146556.40999999997,6.056049999999999
2012-06-21,000420.SZ,45900,148405.25699999998,3.23323
2012-06-21,000506.SZ,17400,147351.204,8.46846
2012-06-21,000909.SZ,22400,148884.73599999998,6.646639999999999
2012-06-21,000978.SZ,19700,148489.341,7.537529999999999
2012-06-21,002027.SZ,36500,148338.18999999997,4.06406
2012-06-21,002053.SZ,16800,148660.512,8.84884
2012-06-21,002147.SZ,20700,147531.384,7.12712
2012-06-21,002248.SZ,16200,147405.25799999997,9.099089999999999
2012-06-21,002295.SZ,18800,149421.272,7.947939999999999
2012-06-21,002367.SZ,18500,148147.99999999997,8.008
2012-06-21,002386.SZ,19000,147967.82,7.78778
2012-06-21,002464.SZ,9700,150209.059,15.48547
2012-06-21,002479.SZ,9800,147931.78399999999,15.095079999999998
2012-06-21,002576.SZ,18700,147877.72999999998,7.9079
2012-06-21,002593.SZ,15100,148581.433,9.83983
2012-06-21,002648.SZ,8400,147567.41999999998,17.567549999999997
2012-06-21,002669.SZ,12000,151351.19999999998,12.612599999999999
2012-06-21,002674.SZ,13600,150838.68799999997,11.091079999999998
2012-06-21,300026.SZ,6400,151191.04,23.6236
2012-06-21,300080.SZ,23000,146886.74,6.386379999999999
2012-06-21,300214.SZ,13800,148912.76399999997,10.790779999999998
2012-06-21,300288.SZ,3800,154244.08999999997,40.59054999999999
2012-06-21,300317.SZ,12700,153315.16199999998,12.072059999999999
2012-06-21,600008.SH,30700,149965.81599999996,4.884879999999999
2012-06-21,600037.SH,19700,149080.93199999997,7.5675599999999985
2012-06-21,600061.SH,29600,145777.63199999998,4.924919999999999
2012-06-21,600133.SH,21400,150164.01399999997,7.017009999999999
2012-06-21,600172.SH,22900,155875.71999999997,6.806799999999999
2012-06-21,600202.SH,26800,147010.864,5.48548
2012-06-21,600400.SH,34600,148582.43399999998,4.294289999999999
2012-06-21,600415.SH,18800,145469.324,7.73773
2012-06-21,600416.SH,21700,147490.343,6.79679
2012-06-21,600455.SH,12400,189040.85199999998,15.24523
2012-06-21,600560.SH,20500,147542.395,7.19719
2012-06-21,600563.SH,9600,147891.74399999998,15.405389999999999
2012-06-21,600571.SH,20000,148748.59999999998,7.437429999999999
2012-06-21,600667.SH,28800,148468.32,5.15515
2012-06-21,600683.SH,30400,146674.528,4.82482
2012-06-21,600714.SH,11800,145993.848,12.372359999999999
2012-06-21,600798.SH,48500,147101.955,3.0330299999999997
2012-06-21,600811.SH,26700,149134.98599999998,5.585579999999999
2012-06-21,600825.SH,24600,149225.07599999997,6.066059999999999
2012-06-21,600846.SH,31200,148660.51199999996,4.764759999999999
2012-06-21,600856.SH,36000,148468.31999999998,4.12412
2012-06-21,600967.SH,8000,143983.84,17.99798
2012-06-21,601099.SH,21500,147422.27499999997,6.856849999999999
2012-06-21,601890.SH,19100,152379.22699999998,7.977969999999999
2012-06-21,603366.SH,7800,150065.91599999997,19.239219999999996
2012-07-20,000014.SZ,15600,136480.34399999998,8.74874
2012-07-20,000416.SZ,24300,131837.70599999998,5.425419999999999
2012-07-20,000430.SZ,12900,130420.29,10.1101
2012-07-20,000554.SZ,26300,130841.71099999997,4.974969999999999
2012-07-20,000661.SZ,2600,130910.77999999997,50.35029999999999
2012-07-20,000685.SZ,12300,130879.749,10.64063
2012-07-20,000719.SZ,11400,134540.406,11.801789999999999
2012-07-20,000733.SZ,21500,131496.365,6.11611
2012-07-20,000758.SZ,6800,129737.608,19.07906
2012-07-20,000783.SZ,14500,131501.37,9.06906
2012-07-20,000811.SZ,17800,131851.72,7.4074
2012-07-20,000900.SZ,15500,131261.13,8.46846
2012-07-20,000951.SZ,11900,132102.971,11.10109
2012-07-20,002019.SZ,19400,131080.94999999998,6.756749999999999
2012-07-20,002063.SZ,8900,133009.87699999998,14.944929999999998
2012-07-20,002161.SZ,17300,131611.47999999998,7.607599999999999
2012-07-20,002204.SZ,9500,133037.90499999997,14.003989999999998
2012-07-20,002223.SZ,8100,135243.10799999998,16.696679999999997
2012-07-20,002368.SZ,9200,138414.27599999998,15.045029999999997
2012-07-20,002394.SZ,11800,131110.97999999998,11.111099999999999
2012-07-20,002417.SZ,20900,131592.46099999998,6.296289999999999
2012-07-20,002473.SZ,19900,130475.34499999997,6.556549999999999
2012-07-20,002542.SZ,8600,129387.25799999997,15.045029999999997
2012-07-20,002572.SZ,6800,133141.00799999997,19.579559999999997
2012-07-20,300024.SZ,6100,134639.50499999998,22.072049999999997
2012-07-20,300073.SZ,13800,128744.616,9.32932
2012-07-20,300087.SZ,7800,128594.46599999997,16.486469999999997
2012-07-20,300133.SZ,9200,130218.08799999999,14.154139999999998
2012-07-20,300217.SZ,13100,131655.52399999998,10.050039999999997
2012-07-20,600037.SH,18200,132727.13999999998,7.2927
2012-07-20,600082.SH,29700,128432.304,4.32432
2012-07-20,600182.SH,17600,131074.944,7.447439999999999
2012-07-20,600316.SH,11300,133586.45299999998,11.82181
2012-07-20,600359.SH,23400,130234.10399999998,5.565559999999999
2012-07-20,600366.SH,6200,130888.75799999999,21.111089999999997
2012-07-20,600373.SH,8800,133365.232,15.15514
2012-07-20,600469.SH,16400,130346.21599999999,7.947939999999999
2012-07-20,600482.SH,16400,133957.82399999996,8.168159999999999
2012-07-20,600577.SH,26200,134802.66799999998,5.145139999999999
2012-07-20,600578.SH,16000,131971.84,8.24824
2012-07-20,600580.SH,27600,131507.37599999996,4.764759999999999
2012-07-20,600637.SH,9700,134090.957,13.823809999999998
2012-07-20,600665.SH,35500,130415.28499999999,3.6736699999999995
2012-07-20,600686.SH,21000,130119.98999999999,6.19619
2012-07-20,600701.SH,38300,132650.51799999998,3.4634599999999995
2012-07-20,600717.SH,22000,131251.11999999997,5.965959999999999
2012-07-20,600798.SH,48500,147101.955,3.0330299999999997
2012-07-20,600808.SH,65500,131786.65499999997,2.0120099999999996
2012-07-20,600970.SH,13900,130234.10399999998,9.369359999999999
2012-07-20,601199.SH,10300,129703.57399999998,12.592579999999998
2012-07-20,601699.SH,6400,129409.27999999998,20.2202
2012-08-22,000030.SZ,17100,132144.012,7.727719999999999
2012-08-22,000059.SZ,17900,123275.15199999997,6.886879999999999
2012-08-22,000099.SZ,15600,126486.35999999997,8.108099999999999
2012-08-22,000404.SZ,23500,123027.90499999998,5.23523
2012-08-22,000408.SZ,12200,125663.53799999999,10.300289999999999
2012-08-22,000521.SZ,35100,125080.95599999999,3.56356
2012-08-22,000555.SZ,21200,126478.35199999998,5.965959999999999
2012-08-22,000700.SZ,22000,124644.52,5.66566
2012-08-22,000901.SZ,12700,125728.60299999999,9.89989
2012-08-22,000982.SZ,12800,122618.49599999998,9.579569999999999
2012-08-22,000997.SZ,13800,125014.88999999998,9.05905
2012-08-22,002048.SZ,18400,122666.544,6.666659999999999
2012-08-22,002099.SZ,15100,125455.32999999999,8.3083
2012-08-22,002220.SZ,16500,126681.55499999998,7.677669999999999
2012-08-22,002393.SZ,4100,125175.04999999999,30.530499999999996
2012-08-22,002414.SZ,7100,126719.59299999996,17.847829999999995
2012-08-22,002533.SZ,20600,124136.01199999997,6.026019999999999
2012-08-22,002549.SZ,9900,125360.23499999999,12.66265
2012-08-22,002597.SZ,7900,122888.76599999997,15.555539999999997
2012-08-22,300015.SZ,6100,127006.87999999999,20.8208
2012-08-22,300024.SZ,5300,127019.85299999999,23.966009999999997
2012-08-22,300059.SZ,10600,122021.89999999998,11.511499999999998
2012-08-22,300267.SZ,5700,122044.92299999998,21.411389999999997
2012-08-22,300289.SZ,5800,125985.85999999999,21.7217
2012-08-22,300302.SZ,4500,125180.05499999998,27.817789999999995
2012-08-22,300333.SZ,4900,124976.852,25.50548
2012-08-22,600038.SH,8300,124209.08499999999,14.964949999999998
2012-08-22,600060.SH,14800,124148.02399999999,8.38838
2012-08-22,600076.SH,43700,131668.53699999998,3.0130099999999995
2012-08-22,600310.SH,11400,124726.60199999998,10.940929999999998
2012-08-22,600379.SH,18600,124186.06199999998,6.676669999999999
2012-08-22,600435.SH,17200,125169.04399999998,7.277269999999999
2012-08-22,600476.SH,17900,126142.01599999999,7.047039999999999
2012-08-22,600522.SH,15500,123037.91499999998,7.937929999999999
2012-08-22,600611.SH,26000,124664.54,4.79479
2012-08-22,600619.SH,18600,125675.54999999999,6.756749999999999
2012-08-22,600673.SH,13200,121297.17599999998,9.189179999999999
2012-08-22,600703.SH,8600,125169.04399999998,14.554539999999998
2012-08-22,600733.SH,9200,127179.05199999998,13.823809999999998
2012-08-22,600749.SH,13400,123805.68199999999,9.23923
2012-08-22,600761.SH,15500,127382.25499999999,8.21821
2012-08-22,600790.SH,19900,125096.972,6.28628
2012-08-22,600798.SH,48500,147101.955,3.0330299999999997
2012-08-22,600829.SH,11800,125205.07999999997,10.610599999999998
2012-08-22,600831.SH,15900,122870.74799999998,7.727719999999999
2012-08-22,601111.SH,23900,121772.65099999998,5.095089999999999
2012-08-22,601177.SH,12500,125500.37499999997,10.040029999999998
2012-08-22,601608.SH,30500,123953.82999999999,4.06406
2012-08-22,601808.SH,7400,125555.42999999998,16.966949999999997
2012-08-22,601872.SH,45400,124065.94199999998,2.7327299999999997
2012-08-22,601928.SH,13900,126755.62899999999,9.11911
2012-09-19,000066.SZ,35700,139011.873,3.89389
2012-09-19,000070.SZ,17400,129062.934,7.417409999999999
2012-09-19,000631.SZ,30200,126966.84000000001,4.2042
2012-09-19,000663.SZ,14400,126414.28799999997,8.778769999999998
2012-09-19,000697.SZ,8100,127459.332,15.735719999999999
2012-09-19,000799.SZ,2500,124224.09999999999,49.68964
2012-09-19,000800.SZ,18200,125159.03399999999,6.876869999999999
2012-09-19,000818.SZ,33000,126846.71999999997,3.8438399999999993
2012-09-19,000836.SZ,27500,129379.25,4.7047
2012-09-19,000892.SZ,36200,127551.42399999998,3.5235199999999995
2012-09-19,000927.SZ,25800,125513.388,4.86486
2012-09-19,000982.SZ,16300,128572.44399999999,7.887879999999999
2012-09-19,002052.SZ,13000,127787.66,9.82982
2012-09-19,002100.SZ,11400,126324.19799999999,11.081069999999999
2012-09-19,002249.SZ,19600,128115.988,6.53653
2012-09-19,002268.SZ,10100,129611.48199999997,12.832819999999998
2012-09-19,002280.SZ,11100,127888.761,11.52151
2012-09-19,002349.SZ,11200,125789.66399999999,11.231219999999999
2012-09-19,002361.SZ,14700,127723.59599999998,8.688679999999998
2012-09-19,002405.SZ,8800,127287.15999999997,14.464449999999998
2012-09-19,002411.SZ,10700,127992.86499999998,11.961949999999998
2012-09-19,002450.SZ,6200,127537.40999999999,20.570549999999997
2012-09-19,002562.SZ,9300,129864.73499999997,13.963949999999997
2012-09-19,002592.SZ,9600,127903.776,13.32331
2012-09-19,002648.SZ,8400,127050.92399999998,15.125109999999998
2012-09-19,300005.SZ,7600,127959.832,16.83682
2012-09-19,300053.SZ,17900,132234.10199999998,7.387379999999999
2012-09-19,300212.SZ,4200,126924.798,30.22019
2012-09-19,300261.SZ,7200,126990.86399999999,17.63762
2012-09-19,300339.SZ,4700,122322.19999999998,26.025999999999996
2012-09-19,600129.SH,14700,126399.273,8.59859
2012-09-19,600137.SH,12500,126876.74999999999,10.150139999999999
2012-09-19,600186.SH,52200,127495.36799999997,2.4424399999999995
2012-09-19,600275.SH,20000,128728.59999999998,6.436429999999999
2012-09-19,600336.SH,28300,133709.576,4.72472
2012-09-19,600381.SH,27700,128933.80500000001,4.65465
2012-09-19,600385.SH,27100,128311.18299999999,4.73473
2012-09-19,600516.SH,13100,126279.153,9.63963
2012-09-19,600610.SH,10900,129621.49199999998,11.891879999999999
2012-09-19,600637.SH,8000,128368.23999999999,16.04603
2012-09-19,600726.SH,57200,126538.41199999998,2.21221
2012-09-19,600737.SH,21600,126918.79199999997,5.875869999999999
2012-09-19,600764.SH,21300,131339.20799999998,6.16616
2012-09-19,600798.SH,48500,147101.955,3.0330299999999997
2012-09-19,600830.SH,18500,127407.27999999998,6.886879999999999
2012-09-19,600833.SH,16400,127555.42799999997,7.7777699999999985
2012-09-19,600870.SH,33100,128225.097,3.8738699999999997
2012-09-19,600882.SH,13200,127771.64399999997,9.679669999999998
2012-09-19,600988.SH,6500,130195.065,20.03001
2012-09-19,600995.SH,22000,127947.81999999998,5.815809999999999
2012-09-19,603399.SH,8700,131501.37,15.115099999999998
2012-10-24,000001.SZ,9500,126381.25499999998,13.303289999999997
2012-10-24,000002.SZ,15000,126576.44999999998,8.438429999999999
2012-10-24,000070.SZ,17400,125802.00000000001,7.23
2012-10-24,000410.SZ,20900,126571.44499999998,6.056049999999999
2012-10-24,000553.SZ,23000,129389.26,5.62562
2012-10-24,000651.SZ,5800,124824.69999999998,21.521499999999996
2012-10-24,000685.SZ,13100,126279.153,9.63963
2012-10-24,000715.SZ,20800,126174.04799999998,6.066059999999999
2012-10-24,000733.SZ,19600,125761.63599999998,6.416409999999999
2012-10-24,000792.SZ,4300,124566.44199999998,28.968939999999996
2012-10-24,000812.SZ,31800,128600.472,4.04404
2012-10-24,000930.SZ,30200,127269.14199999999,4.21421
2012-10-24,000952.SZ,19700,125417.29199999999,6.366359999999999
2012-10-24,000968.SZ,9400,124392.268,13.23322
2012-10-24,000983.SZ,9600,124540.41599999998,12.972959999999999
2012-10-24,000987.SZ,10600,126053.92799999999,11.891879999999999
2012-10-24,002129.SZ,9600,125597.472,13.08307
2012-10-24,002148.SZ,7500,124098.975,16.54653
2012-10-24,002187.SZ,16200,125675.54999999997,7.757749999999999
2012-10-24,002329.SZ,12900,127062.93599999999,9.849839999999999
2012-10-24,002332.SZ,11400,124041.91799999998,10.880869999999998
2012-10-24,002348.SZ,16600,126950.82399999998,7.647639999999999
2012-10-24,002353.SZ,2800,125285.15999999999,44.744699999999995
2012-10-24,002506.SZ,22300,128130.002,5.74574
2012-10-24,002532.SZ,9000,126936.80999999998,14.104089999999998
2012-10-24,002533.SZ,20700,126603.477,6.11611
2012-10-24,002556.SZ,23200,126334.20799999998,5.44544
2012-10-24,002641.SZ,7900,128977.84899999997,16.326309999999996
2012-10-24,002649.SZ,7700,128564.43599999997,16.696679999999997
2012-10-24,300002.SZ,7800,124144.01999999999,15.915899999999999
2012-10-24,600016.SH,20900,124688.56399999998,5.965959999999999
2012-10-24,600029.SH,36100,127199.07199999999,3.5235199999999995
2012-10-24,600050.SH,34300,126350.22399999999,3.68368
2012-10-24,600109.SH,8300,123710.58699999998,14.904889999999998
2012-10-24,600115.SH,37900,128988.85999999999,3.4033999999999995
2012-10-24,600141.SH,6200,123193.06999999999,19.86985
2012-10-24,600157.SH,14300,124391.26699999999,8.69869
2012-10-24,600165.SH,19600,124780.65599999999,6.366359999999999
2012-10-24,600177.SH,17000,125245.12,7.36736
2012-10-24,600218.SH,15500,138708.56999999998,8.948939999999999
2012-10-24,600251.SH,7400,124888.76399999998,16.876859999999997
2012-10-24,600469.SH,14400,125261.13599999998,8.69869
2012-10-24,600480.SH,17700,124732.60799999998,7.047039999999999
2012-10-24,600482.SH,16100,124899.77499999998,7.757749999999999
2012-10-24,600483.SH,20200,124152.02799999998,6.146139999999999
2012-10-24,600704.SH,19600,125369.24399999999,6.396389999999999
2012-10-24,600816.SH,8900,124457.333,13.98397
2012-10-24,600855.SH,15900,125098.97399999999,7.867859999999999
2012-10-24,601666.SH,15000,124624.49999999999,8.3083
2012-10-24,601996.SH,27000,126756.62999999999,4.69469
2012-11-21,000034.SZ,32700,128639.51099999998,3.9339299999999997
2012-11-21,000401.SZ,11200,128144.01599999999,11.441429999999999
2012-11-21,000404.SZ,23100,128333.20499999999,5.555549999999999
2012-11-21,000410.SZ,22400,128256.12799999998,5.725719999999999
2012-11-21,000530.SZ,19700,126994.868,6.44644
2012-11-21,000623.SZ,9200,128928.79999999999,14.014
2012-11-21,000635.SZ,16700,128885.75699999998,7.717709999999999
2012-11-21,000651.SZ,5500,126758.115,23.04693
2012-11-21,000702.SZ,30700,126610.48399999998,4.12412
2012-11-21,000718.SZ,21000,130330.2,6.2062
2012-11-21,000819.SZ,11100,128777.64899999998,11.601589999999998
2012-11-21,000825.SZ,38700,128225.09699999998,3.3133099999999995
2012-11-21,000930.SZ,33400,128718.58999999998,3.8538499999999996
2012-11-21,002104.SZ,14100,127026.89999999998,9.008999999999999
2012-11-21,002122.SZ,23500,127497.36999999998,5.425419999999999
2012-11-21,002214.SZ,9000,128828.7,14.3143
2012-11-21,002226.SZ,11200,127695.56799999998,11.40139
2012-11-21,002268.SZ,13600,128784.656,9.46946
2012-11-21,002323.SZ,8600,127751.62399999998,14.854839999999998
2012-11-21,002399.SZ,6700,129573.44399999997,19.339319999999997
2012-11-21,002493.SZ,12500,128002.87499999999,10.240229999999999
2012-11-21,002535.SZ,19900,130674.54399999998,6.566559999999999
2012-11-21,002600.SZ,12200,127006.87999999999,10.4104
2012-11-21,002638.SZ,12400,125489.36399999999,10.120109999999999
2012-11-21,300062.SZ,15800,127949.82199999999,8.09809
2012-11-21,300078.SZ,12000,127567.43999999999,10.630619999999999
2012-11-21,300102.SZ,15400,129643.514,8.41841
